"Código do IBGE";"Código do Município";"Município";"Estado";"Ano de Referência";"Prestadores";"Serviços";"Natureza Jurídica";"POP_TOT - População total do município (Fonte: IBGE):";"POP_URB - População urbana do município (Fonte: IBGE)";"AG001 - População total atendida com abastecimento de água";"ES001 - População total atendida com esgotamento sanitário";"CO014 - População urbana atendida com serviço de coleta de RDO";"IN015_AE - Índice de coleta de esgoto";"IN016_AE - Índice de tratamento de esgoto";"IN024_AE - Índice de atendimento urbano de esgoto referido aos municípios atendidos com água"
;240810;Natal;RN;2003;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24081040] COMPANHIA DE SERVIÇOS URBANOS DE NATAL - URBANA;Água e Esgoto | Res. Sólidos;;744.794;744.794;722.808;239.412;729.993;;47,58;32,14;
2409407;240940;Pau dos Ferros;RN;2022;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24094040] Secretaria Municipal de Infraestrutura - SEINFRA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;30.479;;26.701;6.969;;21,32;91,40;;
2409407;240940;Pau dos Ferros;RN;2021;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24094040] Secretaria Municipal de Infraestrutura - SEINFRA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;30.802;28.366;30.802;6.976;;23,38;100,00;24,59;
2409407;240940;Pau dos Ferros;RN;2020;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;30.600;28.180;30.600;6.955;;24,77;100,00;24,68;
2409407;240940;Pau dos Ferros;RN;2019;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;30.394;27.991;29.256;6.916;;26,55;100,00;24,63;
;240940;Pau dos Ferros;RN;2018;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF;Água e Esgoto | Res. Sólidos;;30.183;27.796;30.183;6.772;;22,94;100,00;24,36;
;240940;Pau dos Ferros;RN;2017;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;;30.452;28.044;29.591;5.587;;16,53;100,00;19,87;
;240940;Pau dos Ferros;RN;2016;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF;Água e Esgoto | Res. Sólidos;;30.206;27.817;28.055;4.174;;10,42;100,00;15,01;
;240940;Pau dos Ferros;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF;Água e Esgoto | Res. Sólidos;;29.954;27.585;27.622;3.782;;9,75;100,00;13,71;
;240940;Pau dos Ferros;RN;2014;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF;Água e Esgoto | Res. Sólidos;;29.696;27.348;29.694;3.806;;9,52;100,00;13,92;
;240940;Pau dos Ferros;RN;2013;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF;Água e Esgoto | Res. Sólidos;;29.430;27.103;29.430;3.816;;8,69;100,00;14,08;
;240940;Pau dos Ferros;RN;2012;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF;Água e Esgoto | Res. Sólidos;;28.197;25.967;28.197;3.317;;8,51;100,00;12,77;
;240940;Pau dos Ferros;RN;2011;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF;Água e Esgoto | Res. Sólidos;;27.975;25.763;25.900;3.321;;8,91;100,00;12,89;
;240940;Pau dos Ferros;RN;2010;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;;27.745;25.551;25.551;3.314;;9,07;100,00;12,97;
;240940;Pau dos Ferros;RN;2009;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;;27.809;25.145;24.726;3.419;;;100,00;13,60;
;240940;Pau dos Ferros;RN;2008;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;;27.547;24.909;24.446;3.332;;;100,00;13,38;
;240940;Pau dos Ferros;RN;2007;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;;26.728;24.168;24.168;2.953;;8,95;100,00;12,22;
;240940;Pau dos Ferros;RN;2006;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF;Água e Esgoto | Res. Sólidos;;27.663;24.929;27.341;3.030;18.230;8,74;100,00;12,15;
;240940;Pau dos Ferros;RN;2005;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF;Água e Esgoto | Res. Sólidos;;27.221;24.531;26.331;2.906;24.531;8,88;100,00;11,85;
;240940;Pau dos Ferros;RN;2004;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF;Água e Esgoto | Res. Sólidos;;26.775;24.129;25.549;2.731;22.068;8,74;100,00;11,32;
;240940;Pau dos Ferros;RN;2003;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;;25.969;23.402;24.698;2.723;;;100,00;11,64;
2411205;241120;Santa Cruz;RN;2022;[24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC;Res. Sólidos;Administração pública direta;37.313;;;;;;;;
2411205;241120;Santa Cruz;RN;2021;[24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC;Res. Sólidos;Administração pública direta;40.295;34.331;;;;;;;
2411205;241120;Santa Cruz;RN;2020;[24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC;Res. Sólidos;Administração pública direta;39.988;34.070;;;;;;;
2411205;241120;Santa Cruz;RN;2019;[24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC;Res. Sólidos;Administração pública direta;39.674;33.802;;;;;;;
;241120;Santa Cruz;RN;2018;;;;39.355;33.530;;;;;;;
;241120;Santa Cruz;RN;2017;[24112011] Serviço Autônomo de Água e Esgoto - SAAE | [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC;Água e Esgoto | Res. Sólidos;;39.667;33.796;33.785;32.620;;78,01;100,00;96,52;
;241120;Santa Cruz;RN;2016;[24112011] Serviço Autônomo de Água e Esgoto - SAAE | [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC;Água e Esgoto | Res. Sólidos;;39.300;33.484;33.480;32.250;;78,29;100,00;96,31;
;241120;Santa Cruz;RN;2015;[24112011] Serviço Autônomo de Água e Esgoto - SAAE | [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC;Água e Esgoto | Res. Sólidos;;38.924;33.163;33.163;31.150;;77,13;100,00;93,93;
;241120;Santa Cruz;RN;2014;[24112011] Serviço Autônomo de Água e Esgoto - SAAE | [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC;Água e Esgoto | Res. Sólidos;;38.538;32.834;32.750;29.950;;77,49;100,00;91,22;
;241120;Santa Cruz;RN;2013;[24112011] Serviço Autônomo de Água e Esgoto - SAAE | [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC;Água e Esgoto | Res. Sólidos;;38.142;32.497;32.400;29.500;;77,08;100,00;90,78;
;241120;Santa Cruz;RN;2012;[24112011] Serviço Autônomo de Água e Esgoto - SAAE | [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC;Água e Esgoto | Res. Sólidos;;36.477;31.078;31.078;29.089;;78,80;100,00;93,60;
;241120;Santa Cruz;RN;2011;[24112011] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;;36.143;30.794;28.735;25.861;;77,95;100,00;83,98;
;241120;Santa Cruz;RN;2010;[24112011] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;;35.797;30.499;9.933;8.746;;76,35;100,00;28,68;
;241120;Santa Cruz;RN;2009;;;;35.095;29.185;;;;;;;
;241120;Santa Cruz;RN;2008;[24112011] Serviço Autônomo de Água e Esgoto - SAAE | [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC;Água e Esgoto | Res. Sólidos;;34.769;28.914;31.800;24.666;28.914;74,10;92,95;85,31;
;241120;Santa Cruz;RN;2007;[24112011] Serviço Autônomo de Água e Esgoto - SAAE | [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC;Água e Esgoto | Res. Sólidos;;33.736;28.055;31.120;24.115;35.000;69,13;95,03;85,96;
;241120;Santa Cruz;RN;2006;[24112011] Serviço Autônomo de Água e Esgoto - SAAE | [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC;Água e Esgoto | Res. Sólidos;;33.245;27.190;27.926;24.055;25.000;69,56;94,73;88,47;
;241120;Santa Cruz;RN;2005;[24112011] Serviço Autônomo de Água e Esgoto - SAAE | [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC;Água e Esgoto | Res. Sólidos;;32.948;26.947;27.650;23.779;26.000;69,67;100,00;88,24;
;241120;Santa Cruz;RN;2004;[24112011] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;;32.648;26.701;27.650;22.900;;69,71;0,00;85,76;
;241120;Santa Cruz;RN;2003;[24112011] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;;32.107;26.259;28.000;28.000;;71,06;0,00;100,00;
2414407;241440;Touros;RN;2022;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24144011] Serviço Autônomo de Água e Esgoto - SAAE | [24144040] PREFEITURA MUNICIPAL DE TOUROS - PMT;Água | Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Autarquia | Administração pública direta;33.035;;33.035;3.072;;7,50;100,00;;
2414407;241440;Touros;RN;2021;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24144011] Serviço Autônomo de Água e Esgoto - SAAE | [24144040] PREFEITURA MUNICIPAL DE TOUROS - PMT;Água | Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Autarquia | Administração pública direta;33.716;8.591;31.425;2.702;;7,52;100,00;31,45;
2414407;241440;Touros;RN;2020;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24144011] Serviço Autônomo de Água e Esgoto - SAAE | [24144040] PREFEITURA MUNICIPAL DE TOUROS - PMT;Água | Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Autarquia | Administração pública direta;33.503;8.537;28.004;3.200;;5,89;100,00;37,48;
2414407;241440;Touros;RN;2019;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;Sociedade de economia mista com administração pública;33.287;8.482;2.765;;;;;;
;241440;Touros;RN;2018;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;;33.734;8.596;2.753;;;;;;
;241440;Touros;RN;2017;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;;34.043;8.675;2.495;;;;;;
;241440;Touros;RN;2016;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;;33.778;8.607;2.649;;;;;;
;241440;Touros;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;;33.506;8.538;2.463;;;;;;
;241440;Touros;RN;2014;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;;33.228;8.467;2.130;;;;;;
;241440;Touros;RN;2013;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;;32.942;8.394;2.222;;;;;;
;241440;Touros;RN;2012;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24144011] Serviço Autônomo de Água e Esgoto - SAAE;Água | Água e Esgoto;;31.574;8.046;26.825;3.240;;9,60;100,00;40,27;
;241440;Touros;RN;2011;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24144040] PREFEITURA MUNICIPAL DE TOUROS - PMT;Água | Res. Sólidos;;31.336;7.985;341;;;;;;
;241440;Touros;RN;2010;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;;31.089;7.922;368;;;;;;
;241440;Touros;RN;2009;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN | [24144011] Serviço Autônomo de Água e Esgoto - SAAE;Água | Água e Esgoto;;30.549;8.139;26.110;3.372;;4,94;100,00;41,43;
;241440;Touros;RN;2008;[24144011] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;;30.325;8.079;25.164;3.200;;6,19;100,00;39,61;
;241440;Touros;RN;2007;;;;29.436;7.842;;;;;;;
;241440;Touros;RN;2006;[24144011] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;;32.801;8.935;21.240;1.438;;9,52;100,00;16,09;
;241440;Touros;RN;2005;;;;32.052;8.731;;;;;;;
;241440;Touros;RN;2004;;;;31.296;8.525;;;;;;;
;241440;Touros;RN;2003;;;;29.931;8.153;;;;;;;
TOTAL da AMOSTRA:;---;---;---;---;---;---;---;26.340.677;23.632.470;23.840.642;9.248.372;6.426.267;;;;
